Gene_Human		d3	d6	d10
CSKMT	0	12.24061374	10.55300187	14.89479989
CSNK1A1	0	0	0	0
CSNK1A1	0	8.66574754	6.251695996	11.85642748
CSNK1D	1.083223258	122.9371159	540.3451275	151.954769
CSNK1G2	0	2.340519883	6.302515914	17.3976231
CSPP1	140.7620464	33.68430802	34.71804078	19.24447396
CSRNP2	134.164665	87.09073853	108.9352939	61.25658113
CSRP2	67.21238773	34.27127279	78.13039568	17.45540119
CST3	0	0	4.427131958	16.82052541
CST7	0	16.11539136	15.13822654	23.02439204
CSTB	0	0	2.998000412	18.71995739
CSTF3	55.75487744	10.52067007	22.02782174	13.46178417
CTAGE4	31.87149094	27.83846703	12.90212987	4.351066212
CTBP2	63.66731059	15.48346016	18.31518028	8.763469041
CTBS	54.92630207	13.09599355	19.59226469	6.136050192
CTDSP1	0	12.87622657	24.85193309	26.77953583
CTDSP2	0	17.50719992	14.23747507	14.86332541
CTHRC1	35.64054723	7.782950327	17.93474167	3.142337099
CTNNA1	1.207319151	4.196878236	9.344194172	5.774654013
CTNNAL1	13.94596216	2.402357732	2.70291516	1.852890953
CTNNB1	19.85814995	12.95115454	10.2736881	9.923858796
CTRL	0	37.20094682	57.84996887	21.51926529
CTSA	3.422663048	28.89465189	50.31878169	58.23140207
CTSB	8.254911831	38.26092411	22.89689623	66.95895629
CTSH	0	18.9567027	4.451813387	13.54191608
CTSS	1.918230433	0	0	25.90140559
CTSW	0	11.87289844	20.72579257	31.60976656
CTSZ	3.295857609	17.39008795	12.00051749	18.89779106
CTTN	0	20.20269607	10.52531004	31.57269751
CTU2	0	0	32.80523832	49.64634534
CUEDC2	0	11.12116464	12.35529877	15.88903732
CUL1	1.293601582	17.74627568	23.69550704	7.055054022
CUL4A	0	14.97432792	10.63502428	14.53986639
CUL7	1.83574639	38.49835103	98.18141374	67.22837501
CUTA	0	24.51691864	36.05881065	18.82245894
CX3CR1	0	8.900793799	3.872619657	6.865006027
CXCL16	0	9.117297368	1.711609118	10.06740879
CXCR4	1.541926401	10.96642016	8.738179735	14.36228813
CXCR5	5.211107307	21.57764149	29.73042421	18.37924344
CXCR6	79.65022859	107.851331	107.604361	38.81901156
CXorf65	28.97043051	120.8937409	167.5086897	108.484287
CXXC1	0	9.175418869	38.41267001	17.59657007
CYB561D1	3.57596646	8.839040238	5.750763432	8.682106886
CYB561D2	0	27.96436202	57.93775549	39.39027323
CYB5D1	14.18266138	12.8157667	29.28724554	12.21155632
CYB5D2	2.581263899	22.75808417	38.09790344	12.81770624
CYB5R2	0	7.289660438	9.094805574	4.829588548
CYB5RL	1.545863179	32.87768154	37.55922023	26.52829419
CYBA	0	5.371610715	59.10114106	46.08691167
CYBB	2.416325006	6.423851504	1.914790098	17.99801104
CYBC1	0	19.25978378	60.47631302	25.46518268
CYC1	0	7.727836749	9.773733563	18.002405
CYCS	130.5155036	117.272769	134.9475712	41.28115231
CYFIP1	42.16027677	37.075374	49.03878608	15.10866435
CYP11A1	0	0	7.52273189	22.23044749
CYP17A1	2.945435137	9.574533946	19.27994511	19.73494859
CYP1A2	0	17.04287536	17.21324389	21.26711371
CYP2D7	0	273.8565662	1013.175912	566.8813041
CYP2D7	0	10.10244553	81.87396961	63.11254671
CYP2R1	85.89681944	14.60582387	9.755562024	26.45355681
CYP3A5	40.31829056	22.77459864	42.4999596	10.05917369
CYP3A7	36.47242515	39.02506784	48.61008258	13.07035133
CYP51A1	33.30177476	7.404157723	5.064385517	4.928107875
CYR61	5.007059704	6.655687445	11.13115662	4.030813386
CYREN	105.4437478	790.7288909	1851.255227	282.7937093
CYSTM1	32.73365281	9.477056047	9.783639922	2.509661192
CYTH3	2.574834574	6.980032512	14.42237277	4.312964433
CYTH4	1.437262473	7.282040871	5.496662478	11.68323916
CYTIP	7.026317503	11.45611802	4.018505938	8.778282837
DAGLB	0	40.73262446	95.22163507	27.11108743
DALRD3	20.66633603	320.0657522	346.3715371	200.3169105
DAPP1	22.09012576	5.883759852	8.802400517	5.244361111
DARS2	50.37643662	9.745855855	19.56721584	7.692140181
DAXX	1.986320292	8.384411869	0	12.40797994
DAZAP2	17.72790296	27.3872898	44.09630496	44.9898251
DBNDD1	0	18.71464803	49.02071439	20.39089176
DBNL	0	3.896721754	11.03749176	20.16200384
DCAF10	41.13959813	9.647412867	23.00830371	12.34440288
DCAF13	0	2.95333967	4.844562439	17.20591312
DCAF8	11.34050809	78.98411966	51.74108274	56.30382041
DCBLD1	7.464915123	26.61357644	27.13865755	16.90419671
DCBLD2	141.250545	25.17218526	23.48229569	20.37377931
DCDC2B	0	87.95457674	176.3731149	90.10311851
DCLRE1C	29.37546427	8.214099468	15.00471393	6.294076949
DCPS	5.300023051	7.241046384	16.39585599	5.977948639
DCTN2	0	13.36201892	31.67225807	20.16735069
DDB2	0	4.992016518	12.51295747	9.116174707
DDHD2	48.68017776	15.59554002	11.6860363	7.59087584
DDI1	0	23.38152499	26.39929395	15.88719974
DDIT3	27.22908654	107.752579	115.8931525	58.1752015
DDOST	11.18572631	59.88725369	78.24133886	52.34889873
DDTL	13.24213528	108.033616	93.33955055	86.22307824
DDX17	7.643625375	3.92347322	1.585763209	21.37864854
DDX19A	0	6.621523876	7.767263015	8.112016829
DDX21	0	6.423288986	4.005525533	9.220455955
DDX23	0	16.7207038	4.732813824	20.36940544
DDX24	0	6.372370056	2.575541981	8.443719897
DDX27	187.9621979	962.3988001	1619.890933	322.6599582
DDX39A	1.847401922	139.1746599	295.7085015	126.9965577
DDX3X	1.865624364	1.655355898	1.383101591	10.69711851
DDX41	1.591972825	8.11739276	7.132274343	7.606712574
DDX42	8.721358427	40.00104803	52.69842951	28.39354659
DDX43	28.8873906	6.765736672	31.13562187	3.088813774
DDX5	7.011378029	11.08133556	12.9062111	77.17732467
DDX54	0	4.701795248	4.385551215	8.811993233
DDX55	13.4922645	10.26136729	4.576936338	2.408067218
DDX58	33.35437721	16.82574458	9.525051309	8.884237971
DDX6	3.249296182	6.490935804	5.819070367	14.4461252
DEDD	18.56536501	19.60814805	34.94936505	15.02498091
DEFA1	0	0	0	7.496829591
DEGS2	0	9.001235591	18.85686875	10.55148942
DEK	4.999192281	36.9284615	7.759052435	29.70127366
DEK	100.7256612	25.66580301	29.89245022	23.96970134
DEK	56.5555258	22.90661295	29.87006199	26.33457646
DENND2D	21.50764133	53.98636825	76.43299042	22.75529346
DENND4C	75.10721555	11.74344983	12.61788793	8.178341495
DENND6A	5.571560555	0	3.120978747	6.817666712
DENR	16.02512445	0	3.056106723	7.507830818
DERL3	0	4.770519912	29.88514866	29.243395
DEUP1	31.32038727	1.90422669	5.351126058	4.920680016
DEXI	0	0	0	0
DGAT1	0	41.13891413	141.3974251	67.400636
DGCR8	3.739386299	11.76307963	17.03893503	9.232113787
DGKE	17.28207635	10.30800853	21.53932307	2.048980821
DGKQ	0	0	18.5676973	5.400015664
DHFR	4.380388773	0	45.506249	37.07595099
DHFR2	20.59612858	9.702287727	4.368201697	5.138611581
DHODH	0	5.37179712	13.77950647	5.016806704
DHPS	0	55.93668446	141.5390052	101.109516
DHRS12	0	13.12318392	20.74321199	11.97655623
DHRS13	0	0	9.757372361	7.682701361
DHRS3	0	8.305401231	11.49955464	10.17493191
DHRS4	5.099737478	23.04117823	37.27580155	32.85960328
DHRS4L2	0	31.31057103	38.84546356	20.74406299
DHRS7	34.44690711	12.45079504	19.28036958	11.66749251
DHX15	0	0	0	12.25767796
DHX30	0	3.74887077	10.2397655	10.02442277
DHX32	288.0530903	81.89498953	105.1751052	60.05960165
DIMT1	2324.051768	617.3907188	551.9141024	339.7353462
DIS3	40.18453542	5.429310881	9.629627313	6.499808776
DIS3L	40.47131796	18.16468503	20.20906199	9.595612118
DISP2	0	4.540218951	10.76673153	10.69515542
DIXDC1	21.86324977	9.219520959	9.098520379	4.319751925
DKC1	21.2888933	31.57301164	81.3582873	14.3020823
DKK3	22.20350152	13.70892498	32.94218736	9.730870046
DKK4	5.518726579	5.627944206	8.182739953	0
DLEC1	0.846240822	15.43524397	10.44068326	5.475144571
DLK2	0	31.11073442	61.47410274	21.3750611
DMAC2	2.432986986	11.90065182	22.86578985	9.118908118
DMAP1	0	11.56775097	34.02706091	12.45501243
DMTF1	2564.962586	562.3424237	487.9440463	319.6196696
DNAAF2	57.82399071	10.99432209	49.04705902	61.17909885
DNAH11	58.94376018	54.09077542	62.9015918	68.52047329
DNAH17	0	14.14230496	44.68319276	10.54696077
DNAJA1	35.12665627	22.09975764	31.25641378	24.50748957
DNAJA3	21.21819965	26.6914178	22.68656883	21.32486677
DNAJA4	6.073359748	6.861319205	8.92690609	3.82513239
DNAJB13	0	90.28018854	77.07853867	67.89918232
DNAJB14	159.6645119	27.03747967	25.13082573	16.31563736
DNAJC11	0	11.23721965	31.49772471	9.905194315
DNAJC14	64.65912243	114.5845749	120.7396611	62.19249852
DNAJC17	0	19.05217615	26.43852889	14.69456624
DNAJC19	372.2369691	49.10128409	44.96742752	26.02703561
DNAJC2	1023.983983	168.5287369	144.0754823	93.15730905
DNAJC24	203.6095229	41.26467325	35.2470188	25.48885262
DNAJC4	0	3.818094523	9.08816169	4.677540639
DNAJC7	7.106356106	12.530842	9.299818759	11.49446057
DNAJC7	18.08820964	44.53870056	80.38596628	38.73401738
DNAJC9	24.30227762	21.5632468	11.61531515	4.3374126
DNAL1	12.65192665	0	0	3.432503014
DNASE1	0	14.99145716	45.62354797	38.29082148
DNASE1L1	4.596885123	16.75683501	21.59811816	19.73659825
DNASE1L2	0	0	14.91445661	13.9622601
DND1	263.5419223	388.6806674	392.6524036	217.8000048
DNM1L	710.2198757	199.8744979	199.0923433	100.0057378
DNM2	0	3.551057928	4.727516493	12.06430432
DNM3	4.301673285	0	3.169383381	7.224763226
DNMT1	0	3.450500757	5.509420533	14.38140229
DNMT3L	2.515301674	12.82540209	19.303521	22.51947603
DNTTIP2	0	8.45717084	15.94446649	15.51541655
DOC2A	0	49.50648226	133.8318013	92.83434871
DOCK11	0.836042372	3.964042173	1.149775599	14.40420488
DOCK2	1.544267861	2.723051911	0.611869016	9.585406882
DOCK3	91.77087431	73.57703342	70.11318109	45.79257463
DOCK5	9.739033384	7.417041949	5.054888794	5.757208583
DOCK7	19.55610187	2.15637264	3.735449901	1.925533793
DOK4	76.48392622	71.28575274	64.20078925	34.50679201
DONSON	1051.671329	134.9079121	183.5403177	77.0612305
DONSON	33.45532987	4.72447926	1.773872552	2.086726455
DOP1A	313.5109415	77.54027214	64.6509192	37.37829791
DOT1L	0	2.48297837	19.44778224	14.87647024
DPAGT1	2.429579442	4.955323423	9.350998166	4.416819535
DPCD	0	22.97468133	42.08217772	35.18280026
DPH5	187.6587262	56.22120755	69.52635683	23.14224607
DPH7	0	8.082104156	14.47313338	3.480804799
DPM1	22.28674234	0	2.033537301	4.025884019
DPP4	26.59455567	6.544077424	9.920803032	7.111442346
DRAP1	0	15.57872227	23.30655166	41.44529079
DRC3	5.175049303	14.62696753	25.8689819	19.45663169
DRG1	10.72694128	6.214825409	10.38536174	3.346748776
DSTN	11.876219	6.354951225	14.8480766	3.8486817
DTNBP1	3.88696073	14.04937495	13.84910556	19.62274059
DTX3L	23.67063947	32.00426444	33.77633763	18.44215876
DTX4	22.28761955	101.9175832	137.8558862	44.08774028
DTYMK	0	5.233448653	28.85524314	9.24612018
DUPD1	0	0	17.33006301	3.208870242
DUS2	0	6.798229786	20.08326529	22.21799784
DUSP1	0	6.252221883	7.253860426	5.705939002
DUSP14	0	18.39795569	90.47615817	87.12605009
DUSP16	22.96725356	27.65071999	34.75926789	17.95197098
DUSP28	26.62678471	30.03625318	37.7834899	14.91234286
DUSP6	8.595688453	19.42179114	21.79112509	21.49622567
DUT	0	0	14.05523456	6.039184798
DUT	0	13.20186912	0	16.17358579
DUXB	28.29093286	25.56431304	50.4719726	20.40322119
DVL1	0	0	5.465246993	12.21505785
DXO	0	17.26977916	20.17940431	23.80082376
DYNC1I2	32.87825626	12.76863468	6.627508476	10.45643538
DYNLL1	36.02052579	30.21617482	21.22785083	35.77321314
DYNLRB1	6.472834781	17.31803251	9.875329933	58.83599157
DYNLRB2	0	0	0	3.986979482
DYRK2	0	8.459858746	3.356148977	13.21272232
E4F1	0	4.020569232	10.66605561	9.419069471
EAF1	1.157280328	13.7179292	15.95964085	9.180846484
EAPP	58.14702977	30.6803898	16.68579838	27.24210121
EAPP	5.226930589	0	0	4.720971778
ECD	4.642425659	9.468601938	7.082752245	2.899991743
ECHDC1	692.4746924	159.6610561	115.1288749	60.46393479
ECM2	11.55305393	1.346026905	4.909274037	1.593573894
ECSIT	0	3.684929683	18.78014388	8.137870685
ECT2L	124.8052929	25.71719349	24.62729967	12.70311285
EDC3	0	7.879851802	12.81100908	4.772191061
EDDM13	0	13.09439005	64.95097374	40.13445363
EDF1	0	12.69252337	6.90876523	25.8728189
EEF1A1	15.18631162	16.24917561	4.449745441	90.12135566
EEF1B2	6.592322062	51.82517916	4.701560457	101.1337413
EEF1D	0	5.559181972	7.083054921	24.05075927
EEF1G	6.291152493	72.10690525	12.84086655	104.3027372
EEF1G	0	10.17405845	3.029142869	25.98633688
EEF2	3.560708702	26.40397876	6.075254513	117.8872159
EFCAB10	2287.409493	459.7777485	475.4633092	280.7388337
EFCAB2	0	0	28.02881716	23.27801685
EFCAB9	0	15.39205093	6.315762881	7.88402287
EFCC1	0	5.278996737	21.42486362	25.86915711
EFEMP2	0	23.0652095	23.10988238	10.77048286
EFHD2	0	8.823194325	6.714192506	17.60477439
EGR2	42.05069611	8.66170957	8.123494902	6.066981171
EHD1	0	3.439002195	4.179636331	6.835283656
EI24	11.33309922	2.771721935	9.092400625	5.663572725
EIF1	0	0	0	24.2386765
EIF1AD	0	5.325417207	7.17010074	3.544526125
EIF2A	2.322248623	0	1.066223261	8.703857414
EIF2AK1	7.188065144	7.330319595	7.105270511	5.986907448
EIF2AK2	14.03113119	11.08795392	6.985462006	5.902839146
EIF2AK4	16.66664264	18.6823083	12.44483844	5.205589662
EIF2B1	173.8171866	179.5990317	234.1750673	138.5623834
EIF2B2	0	8.594022367	13.55922567	2.860032896
EIF2D	107.7060222	110.7541495	139.1966339	58.10623155
EIF2S2	0	0	9.513749805	7.658164297
EIF2S2	160.9690873	82.33567877	144.0522658	77.96128919
EIF3A	0	2.879580798	1.863910726	13.41627196
EIF3C	0	2.097519302	0.787543285	12.04372675
EIF3E	0	7.641985804	0	32.11637398
EIF3F	0	7.554043706	0	32.0445639
EIF3G	0	43.61377646	54.77385629	101.2568408
EIF3H	0	6.620874053	0	43.28337653
EIF3I	0	27.9592332	23.23387954	14.2482341
EIF3J	155.0319721	63.61146457	69.2394191	36.52829129
EIF3K	0	24.08679726	0	38.17201838
EIF3L	0	0	0	30.04171087
EIF4A1	7.877132942	28.10029896	65.05285179	44.87885121
EIF4A2	18.34017804	9.107722443	3.80489338	31.87992744
EIF4B	0	6.799010216	0	13.89269549
EIF4ENIF1	41.46161804	34.558097	34.89804104	16.02694304
EIF4G2	3.119070413	5.113638182	4.396326283	33.04497462
EIF5	2.64151989	9.793926003	4.187160701	22.40747906
EIF5A	3.22697748	11.38044431	7.783453327	18.38546647
EIF5B	62.15769563	18.93720612	15.53030072	15.22432002
ELF1	1.522938194	1.342720349	0.898351855	14.16419025
ELF5	33.09825169	24.7789378	48.69560409	13.8196043
ELK1	0	4.293811801	18.7289412	4.023680162
ELK3	112.1821902	36.09220409	39.76361781	20.04278574
ELK4	6.950178656	9.106408198	0	23.89840873
ELL3	115.4124487	122.2799431	148.4900534	74.31067928
ELMO3	0	4.503310468	8.213624776	8.027855277
ELMOD3	0	8.823636333	22.22241938	14.25004073
ELOA	22.44313234	22.8481205	21.52318999	25.94203862
ELOB	0	18.17958771	29.21324595	41.69004644
EMC1	1.607710585	11.87597418	29.79548311	18.99764547
EMC3	11.85706123	6.214825409	0	8.750715327
EMC4	504.8520096	83.74576782	110.8394301	68.64050838
EMC6	0	0	14.35078876	0
EMC9	573.6434055	4669.621989	4617.283009	2260.290756
EME1	94.79244706	154.7959255	125.5033446	85.533874
EME2	0	0	13.84990689	8.066726412
EMG1	0	71.78810162	73.46027362	36.42454615
EMILIN1	0	5.400306677	21.54632457	11.57783526
EMILIN2	15.67818395	28.2436129	58.31117477	22.70703663
EML4	132.8529562	65.73494875	80.82902346	42.15157858
EML5	780.5228788	137.6936422	141.7381536	76.11786894
EML6	45.78545017	23.01613698	35.84635414	17.21395466
EMP3	0	62.7900705	77.2786506	47.99743348
ENAM	9.063847601	1.847278247	12.95953584	3.688570728
ENDOG	0	58.96834874	215.9375824	151.7082347
ENDOU	2.839923145	14.48063134	17.87769517	9.034896604
ENG	0	2.319167979	9.294150306	7.99056372
ENO1	0	0	0	29.1730206
ENO4	0	4.716665249	3.940921234	3.320623845
ENOSF1	18.75855517	19.79532874	51.71464382	35.85260635
ENPP4	33.90013081	7.871210343	3.273455068	2.317724622
ENPP5	13.5709317	1.409958864	4.076901292	1.66926354
ENSA	0	0	1.623237995	10.1357378
ENTPD5	67.57462329	31.80015135	31.97557825	15.70781475
ENTPD7	2.575575173	5.145081325	5.86043277	3.151614875
ENY2	0	0	0	0
EOMES	2.693435048	4.2364025	4.211311047	5.05933241
EPB41	1.786835764	3.277531449	0.650550683	14.61758747
EPB41L4A	23.80629296	22.18904959	25.15787058	15.07051115
EPB42	2.183892964	6.543959786	17.35867994	8.016993204
EPHA1	1.339896798	7.169772469	19.5548671	7.682701361
EPHX1	7.206583351	231.9132545	408.8717183	261.6816079
EPM2A	0	3.815349667	5.448537352	13.60291509
EPN3	0	0	15.01129144	7.856664583
EPOR	4.619139948	15.14592957	10.00326128	8.156242199
EPS15	1.12691656	2.953064291	1.310469577	9.652697861
EPSTI1	2.684219036	6.998153997	6.107639709	5.349467945
ERAP1	771.767947	188.9403321	245.2316489	121.2767531
ERAP2	29.58057944	6.642874282	8.599671617	10.75818576
ERBB2	6.457457868	28.358359	52.45650711	28.31241396
ERBIN	4.980080301	7.832980661	4.427091174	11.82235027
ERCC1	2.270214326	75.44266436	90.93327772	80.41359137
ERCC6L	26.46839554	10.56620373	19.81687861	6.028048461
ERFE	5.429235268	14.22721199	19.87518182	7.213400407
ERG28	0	27.21243935	26.16444719	3.23991445
ERGIC2	43.47619062	0	4.429523938	3.799989181
ERH	9.251838514	9.434935798	5.614464333	11.55872265
ERI1	8.45977337	5.733328829	4.223702915	2.024357605
ERMP1	71.56375558	25.84751489	34.11772489	14.33646546
ERO1B	307.095647	55.16401411	62.04596209	23.5644435
ERP29	8.293562075	30.23217844	15.00302227	31.50130598
ERP44	159.739942	50.274866	54.24040605	21.00737153
ERVFRD-1	19.34631659	20.41557537	44.81760893	13.93219596
ESAM	14.42294132	15.04109211	22.70436663	51.36171251
ESD	31.13372527	7.254676056	8.162303906	6.248895273
ESRP2	73.98003464	58.19679006	83.83086696	53.64428204
ESRRA	52.02832682	57.86332006	36.64158905	20.20440275
ESYT1	1.29052904	15.15995782	23.93107966	29.78305405
ETFBKMT	10.43892256	6.951082366	12.40917952	7.362987648
ETFDH	124.4616297	37.78735907	49.707807	17.3310504
ETFRF1	957.0112949	230.3008615	224.5912909	104.2723747
ETS1	1.046356256	0	0	16.60174449
ETV4	0	22.61258325	18.92136133	5.279562719
EVA1B	0	5.462552414	19.43094682	16.88905042
EVI2A	395.167813	131.0450154	82.59722895	75.31021029
EVL	1.30071275	6.816988071	1.546211108	17.89016742
EWSR1	2.090850004	6.796589778	5.781552276	17.01101783
EXOC3	0	6.44918335	3.951999484	8.682382474
EXOC3L4	0	3.367481844	12.08943119	9.406713525
EXOC5	8.263226003	23.362462	20.87003971	16.21391892
EXOSC1	12.1096859	43.77032071	33.30793231	33.51433757
EXOSC3	381.4969679	177.2482414	169.0226438	98.04273673
EXOSC4	0	5.83845037	42.48215281	38.29799864
EXOSC8	1260.905903	203.6690247	177.1040595	107.6453889
EXOSC9	337.787886	61.00174007	64.05632764	33.22768259
EXTL1	0	3.818324138	28.59162046	8.994625711
EYA3	57.45109965	50.19756529	33.03371866	25.02289219
EYS	255.0229208	48.56920836	44.22488165	20.06810827
EZR	17.68615751	43.71647766	66.03055419	37.94828351
F10	6.811416162	3.208676775	24.14690746	10.24355192
F13A1	1.346483613	1.646539085	0	15.27224611
F2RL2	32.35830253	52.57816921	83.09827019	28.38675063
FABP3	0	40.15062185	56.57100803	6.836783899
FABP5	0	4.850513386	10.27781354	7.210996527
FADS1	0	10.27849812	8.989620016	15.79436969
FAHD1	0	6.318037365	0	5.920557953
FAM104A	129.2156217	152.0851224	145.3308822	100.329753
FAM104B	2.87546767	7.071386338	12.61636357	9.658833531
FAM111A	1.738262347	36.78153558	62.56287702	37.96388306
FAM111B	85.45930558	37.7324719	42.81340083	13.88973815
FAM117B	0	0	5.527415049	9.472892725
FAM118B	38.63349598	19.18529179	14.02616195	12.94758124
FAM120A	21.91652129	11.29777199	13.04287328	10.72096977
FAM120AOS	0	23.7104764	514.0139554	418.6772418
FAM126B	28.22293456	10.14509564	15.16417223	7.928235201
FAM133B	7.113000779	0	10.81281604	5.670292796
FAM133B	0	0	18.8518122	9.183307187
FAM13A	66.86540418	30.50845753	35.98273914	14.59495139
FAM149B1	130.3086645	52.21987107	56.84786676	35.03337093
FAM151A	0	76.76179063	122.2503435	141.5423861
FAM153A	0	30.18049202	38.3307941	27.68437071
FAM160B2	0	21.29701309	68.44993799	21.90128603
FAM161B	153.2410466	114.0467525	94.58209971	43.25349048
FAM162A	42.64628797	11.04341846	28.43371749	8.870277076
FAM166A	0	405.0194479	705.3439801	384.6385995
FAM168A	33.5250181	89.064884	114.8341497	42.22474098
FAM169A	748.8814323	72.50443976	111.980639	55.92123884
FAM180B	0	6.884817937	17.72074159	8.222208
FAM184B	124.8943783	175.9146657	141.6842347	96.91392762
FAM187B	0	27.98537187	216.768263	125.8040393
FAM192A	18.26020759	0	13.29634291	0
FAM208A	71.26565726	12.65183611	11.29655546	17.60731981
FAM208B	133.6937085	45.85117634	44.63661413	21.35571372
FAM209A	22.22106969	27.46291545	45.76578124	37.5950478
FAM209B	0	5.399989945	19.03590324	4.651340926
FAM20A	32.97946238	50.72158735	115.9275287	46.6963605
FAM216A	422.7022883	64.86365875	92.6763891	36.13137359
FAM216B	27.96760792	165.7583111	566.9720105	53.53943876
FAM217A	26.73044122	10.83460644	22.90152428	5.076490658
FAM219B	6.853206141	12.81631219	18.84988001	14.50778495
FAM227B	67.65614422	21.08750873	26.88986066	13.9408954
FAM236A	0	0	10.08188324	0
FAM236A	0	0	31.97854623	0
FAM243A	21.0849666	14.52854438	32.69240242	11.15404974
FAM32A	0	20.60709109	26.17385678	40.43307871
FAM3B	0	4.248246704	11.43961333	0
FAM57A	54.04029635	57.93745645	71.62117438	46.05956783
FAM69A	202.0461341	91.08132306	133.4422473	54.28348905
FAM69B	0	1.955707917	15.52863522	7.810157441
FAM83H	0	11.77977846	19.61292899	18.23251349
FAM86B2	0	187.6825359	159.5069354	110.620868
FAM89B	0	3.659501761	28.6628326	14.61429115
FAM8A1	178.4312497	35.16699524	43.32927579	21.50680962
FAM92A	1443.742089	162.2248934	194.7979736	110.1810177
FAM98B	148.6570713	37.98730685	46.33092819	28.59721672
FAM98C	0	8.324943351	12.84532444	4.409130251
FAN1	79.85921991	218.2454327	207.5696714	113.3299992
FANCC	1.348923986	3.534830702	11.58706644	4.803669685
FANCD2OS	0	0	7.096362788	0
FANCI	105.112409	204.5122638	193.5417679	88.91558947
FANCL	2421.638865	588.3122475	566.5989	211.6790591
FAR2	795.9659667	189.467339	161.95729	98.90738398
FARP1	0	14.8560589	44.8368439	12.41303276
FARP2	0	10.05563178	22.49434508	12.23603867
FASN	0	1.413544117	32.73341199	9.025348182
FASTK	0	16.78489636	71.39352562	34.94991622
FAU	0	21.92708368	0	172.302222
FAXDC2	6.477791539	14.03795639	28.08749515	15.65210423
FBLL1	0	0	4.463436665	5.857795855
FBXL13	4.437625737	4.149444484	8.642116801	2.456283146
FBXL16	1.477195335	3.952227685	14.25626134	9.618413213
FBXL19	0	4.120459151	11.19359431	7.67338536
FBXL2	23.65526893	41.60446799	77.55350733	32.08870242
FBXL22	0	0	13.79426178	5.97041459
FBXL3	200.845459	30.5178704	39.8039554	22.44634666
FBXO10	2.112506257	12.91632548	20.06035826	15.36160332
FBXO11	256.3030453	34.4134902	54.46960455	21.53619293
FBXO24	0	0	19.779938	6.006363141
FBXO31	8.183049308	14.10887715	29.97931721	25.82698112
FBXO33	217.3557644	67.2697731	85.22642935	34.22125887
FBXO40	88.88606736	62.36983214	52.84194044	30.76206179
FBXO5	6.21451647	14.13092106	17.01060797	16.72973014
FBXO6	0	15.01663505	19.83573517	6.88733125
FBXO8	0	14.53445215	22.83002106	21.9939009
FBXW4	0	9.430744356	16.09753904	14.44198465
FBXW8	8.510536968	7.139148228	25.68625981	16.16271914
FCAR	10.30929682	17.04862949	13.8428921	6.574635186
FCGR3B	0	15.84845125	10.92134934	13.24791338
FCHSD1	2.241071652	43.56952375	68.98517303	41.68647862
FCHSD2	110.5569544	63.5043994	98.7634743	43.66961276
FCMR	4.965800729	8.857314335	2.768981776	33.68088994
FCRL4	24.25048473	8.519585385	9.95827699	7.346855641
FDFT1	16.42456903	1730.228267	1932.074224	527.5847778
FDPS	0	7.416326501	23.14185114	14.30016448
FER1L5	1.868065414	13.97401978	27.82870602	17.57797158
FERMT3	0	6.920367597	9.078876266	18.63345328
FES	0	5.484483004	7.97415478	8.565740063
FGD1	0	17.93061347	9.321161383	13.92343791
FGD3	0	6.910011641	3.256894389	16.74501239
FGD6	10.70946694	3.534349313	7.448987877	3.734085677
FGF2	15.55802441	0	0	0
FGFR1OP2	249.9779121	33.67170571	26.83218279	21.55048554
FGL2	11.88904326	12.05418868	4.316422026	15.79604221
FGR	0	9.733448538	5.724497959	8.882996264
FHL2	7.178150571	9.602550437	8.509794392	5.815490762
FHOD1	1.460267942	36.39211634	79.36882277	49.49734206
FICD	24.88068622	48.7073986	47.00539556	27.44797038
FIGNL2	0	0	18.33045871	16.90295868
FILIP1	8.545496495	1.322775631	1.809536209	1.03372868
FILIP1L	37.33343623	10.64774265	22.54086496	5.398558143
FIS1	0	12.20034801	0	9.692484603
FKBP15	11.75739366	30.32657935	40.30378729	18.26915026
FKBP1B	0	10.10885978	14.30662007	6.192172846
FKBP2	0	0	8.30615832	8.800769715
FKBP2	0	24.06871377	170.6289005	44.22980604
FKBP3	435.8252353	134.6585893	101.7491789	65.54288153
FKBP4	4.636484801	4.792137674	7.517336505	9.240202266
FKBP5	0	7.259488078	4.983120601	19.87558836
FKBP8	0	2.870281983	2.049463347	13.68165755
FKBP9	8.567150137	13.47494765	22.77752459	5.364161326
FLI1	3.135980213	0	4.867233254	15.31440332
FLII	0	9.334322772	10.94809369	21.11555418
FLNA	0.598247978	6.402436204	10.08141944	32.31199603
FLOT1	0	7.747666258	3.930498095	13.81142693
FMNL1	0	7.592491254	4.903159018	12.86784794
FMNL2	54.43681134	61.24229788	55.85123766	21.84908835
FN1	2.451034576	3.278864508	4.768078822	12.46823478
FNBP1	0	7.434254191	7.67720486	12.50289941
FNDC3A	88.3202875	14.67085425	29.39441582	13.33895232
FNDC5	0	6.740095741	18.37328443	6.455232998
FNDC9	15.41973086	103.1385047	178.2845068	103.1492763
FOS	0	11.04179075	3.789700758	11.83172565
FOSL1	0	0	10.50670931	8.022175604
FOXH1	0	24.24752656	22.38219213	24.94182481
FOXO4	15.22129033	36.65202785	71.9563124	41.50699376
FOXP3	2.218311664	8.90262029	32.35188476	12.63851706
FRG1	0	7.866496121	3.490883648	11.01996862
FRMD4A	36.86709353	45.10815098	50.13804271	11.30627424
