Gene_Human		d3	d6	d10
RPS15A	0	34.53955833	101.5996677	0
RPS15A	590.3790647	697.3701301	502.2028222	378.4105628
RPS16	0	0	13.93182988	124.5796682
RPS17	0	0	0	31.14491705
RPS17	0	15.59772932	24.43216124	24.37876804
RPS17	0	59.12398358	22.6964361	158.3843529
RPS18	38.38691283	35.89405081	5.205678275	127.4859115
RPS18	53.44269847	78.53087209	115.0823634	176.8713602
RPS19	31.37841486	164.4531276	42.00437688	422.3598211
RPS19BP1	0	14.73910299	20.70940358	1.508760351
RPS2	5.702133653	10.30514832	11.30406779	106.9208026
RPS20	4.592404133	36.1029338	0	94.56517803
RPS21	0	70.58855751	27.48077482	228.6629385
RPS24	0	0	0	32.34717158
RPS24	51.78267825	138.54426	63.9423163	581.4518109
RPS25	0	45.50228148	20.64141299	32.50502406
RPS26	0	80.02125364	11.28409784	114.3280157
RPS27	0	0	0	0
RPS27A	0	0	0	26.97903643
RPS28	49.87985191	43.97728837	0	242.0404982
RPS29	0	25.73696513	0	73.54186589
RPS3	1.286376151	7.949131157	8.117953595	20.78669578
RPS3A	17.3858324	31.01046355	23.30289365	80.18602252
RPS4X	6.942314022	7.522309176	0	70.54281817
RPS4Y1	0	0	3.237677951	5.739442708
RPS5	0	19.76592695	0	0
RPS6	21.96117414	74.43126974	37.60391703	169.653415
RPS6KB1	35.86414879	11.02212126	19.9606493	21.89112566
RPS6KB2	0	119.0695725	266.2231236	280.6391893
RPS6KL1	1.16726968	16.23063367	21.57739941	8.74036675
RPS7	4.626386501	2.741964973	2.309811539	38.19564367
RPS9	0	46.46338762	59.03747338	90.23062028
RRAGD	42.73525778	6.034967817	21.93482997	16.82223941
RRBP1	0	44.81351671	75.32909251	45.32700687
RRNAD1	0	19.87697148	37.60526819	21.30733634
RRP12	0	8.009416297	27.37811065	4.599332739
RRP36	0	4.386075526	9.622470927	8.220278811
RSAD2	0	14.86197386	27.87928039	1.522502003
RSBN1L	10.26415631	10.24448416	11.70643095	9.607086956
RSL1D1	3.554753527	12.61643519	5.270712961	26.03919294
RSL24D1	0	8.601080304	0	19.47246938
RSPH3	10.30024143	11.55760738	12.45465729	13.37123061
RSPH4A	121.1347018	36.03987039	46.31211972	17.20756667
RSPH9	0	42.0934321	44.40561861	16.61160319
RSPO3	37.57515642	6.386463762	9.230470521	1.994893173
RSRC1	3.396970734	25.09303422	1.559664705	16.97593078
RSRC2	0	28.14005282	3.264823599	27.2674587
RSRP1	3.718272626	0	2.747981838	31.32219603
RSU1	0	0	4.231536688	32.1547544
RTEL1	0	1.284402562	13.39197056	12.5881539
RTF2	0	18.05153533	17.53836061	14.09656656
RTL5	0	15.57262731	39.46949724	14.59292453
RTN3	8.83094833	4.160024602	2.396135826	4.980257165
RTN4IP1	94.72899456	57.72970375	102.639337	36.54212323
RUFY1	0	21.92708368	11.88296748	17.78775315
RUFY2	22.86568195	6.078890257	3.368838147	5.16307981
RUNDC3B	366.1159108	56.63006229	52.47323504	18.61470553
RUNX1	0	5.538463856	10.77002282	5.05454501
RUNX2	22.41883615	4.731582229	7.192332048	2.432917127
RUSC1	9.055343765	12.37840114	26.88117087	8.238897443
RUVBL1	0	12.23115763	9.077565792	12.57819961
RWDD1	0	4.113686854	5.032338678	10.50708062
RXFP1	38.04401708	6.984041259	9.732739621	3.277933697
S100A10	0	7.78031218	3.192466494	26.04804202
S100A4	2.494703794	5.636734776	7.58925632	15.94487339
S100A5	0	22.13624505	18.43781725	20.20210836
S100A6	0	59.33394091	10.96068718	84.77162524
S100A8	0	52.74128081	30.59535449	215.0188055
S100A9	8.195526243	657.8125103	216.5911692	270.0158309
S100G	0	10.66366946	0	0
S1PR4	4.50576551	44.07877792	269.7781477	143.0239308
SAFB	1.853913404	8.790213469	2.549612874	13.37029267
SAMD11	0	0	20.62819954	8.843693345
SAMD14	0	5.974554016	6.931708719	12.722575
SAMD3	26.57727994	9.794341766	10.92028792	5.740594861
SAMHD1	2.76669812	14.80457005	2.087648084	31.7273919
SAMSN1	2.399335714	8.802038122	3.557548997	4.361838379
SAP30	8.884922975	4.331064491	0	3.340464289
SAPCD1	10.24189303	16.79132829	14.63394471	5.11058279
SARAF	0	3.166558106	2.476317147	10.06260335
SARM1	1.030529787	72.42856956	112.4445903	29.43838419
SART1	0	6.179229001	4.225583988	14.63129449
SART3	3.506845798	6.255030608	7.476129068	6.37522065
SASH3	0	15.21715643	4.191541531	16.97369614
SASS6	176.4601632	20.87371402	33.92175845	12.10070341
SAT1	1.315200887	6.892919868	0.971996546	16.00309229
SATL1	11.92598694	8.982178635	11.74443423	2.989208694
SBNO2	0	2.578790761	9.728194636	4.73890779
SBSPON	48.13193819	3.128333679	8.131091368	5.555495433
SCAF11	25.16369784	12.33606996	5.193270728	14.91627843
SCAF4	11.42264961	6.112246767	5.080985805	5.708324397
SCAMP1	33.57864166	11.118859	6.758845308	3.192450631
SCAMP2	0	4.928742702	9.789202063	8.802245453
SCAP	0	27.79797764	52.78254651	26.30874981
SCG3	24.35643915	5.519658228	4.200298276	0
SCG5	7.747610133	8.12394937	16.41284768	9.618019953
SCIMP	48.18665893	29.4623776	26.63375348	0
SCLT1	25.62061312	5.727866792	5.902059498	5.3767058
SCML4	6.683437233	4.285489818	3.109167139	6.346398549
SCN3B	7.059131806	8.505050299	6.018409887	2.604880404
SCRG1	0	0	13.2217712	0
SCRN3	185.7399834	23.59328059	39.20626203	16.79725863
SCUBE3	50.85707623	66.13033283	120.0532396	60.74754758
SCYL3	87.45149833	60.4046538	44.66786642	28.47100269
SDCBP	212.7279557	35.78357446	36.69732627	33.88834103
SDCCAG8	162.8651183	63.18121647	66.45058339	37.45700479
SDF2	0	6.149653982	14.63794293	16.44408015
SDF4	0	9.407776915	1.023300355	16.20698491
SDR39U1	218.6621497	922.989878	1128.350427	557.2289838
SEBOX	41.77210363	83.47059929	99.65866954	75.58951349
SEC13	2.44852008	8.925488868	24.04303381	12.15854416
SEC14L2	0	41.95960591	58.53259051	25.72133336
SEC61A1	1.550065364	12.6060603	24.14561242	22.47227421
SEC61A2	23.16052996	23.93805931	35.11084623	16.25841559
SEC62	3.747116772	10.85476088	4.550896473	18.34070942
SECISBP2	16.60801396	13.08765771	28.08405067	13.37649124
SELENOF	9.014431067	0	0	7.290376452
SELENOH	0	0	17.25757479	27.17633159
SELENOK	0	0	8.473072085	0
SELENOO	0	4.787959699	13.28841491	15.92879989
SELENOW	0	42.08268026	71.02142594	95.27334638
SELL	12.42612624	17.85932712	13.7952614	27.7361656
SELPLG	0	119.4794978	96.02439399	105.3167669
SEMA4D	5.741389149	25.9659091	40.29895152	29.78474545
SEMA4G	0	10.77709325	12.78335926	12.49518019
SENP3	4.802287541	15.61048298	22.08269273	5.316256327
SENP5	53.86791691	67.14200578	62.74216667	34.74435717
SENP6	1.495018433	3.999913282	0.686413768	11.20674775
SENP7	14.47152515	0	0	4.080644238
SERBP1	11.62800113	10.02426072	2.897289269	16.69493838
SERF2	0	33.99101606	36.01811432	57.87936043
SERHL2	0	92.35230558	142.1122	75.30148833
SERHL2	0	100.5152784	116.2746321	55.49497601
SERINC1	38.32458421	17.91306083	6.547475745	12.99695833
SERINC3	1.284882446	3.046094538	8.584179216	11.11977787
SERINC4	174.3568237	491.3354007	575.4176934	354.841804
SERP1	4.728822595	29.91148124	43.563504	22.63140527
SERPINA1	0	12.84074569	3.204102206	3.817928751
SERPINB1	0	13.93066347	0	9.951513118
SERPINB10	10.57746168	8.445751244	7.362365648	6.600223863
SERPINB2	41.25800011	2.629699819	8.390353185	4.110139406
SERPINB9	0	2.510403772	7.47487855	9.979244502
SERPINC1	3.572504661	10.02151419	28.34751396	3.419489702
SERPIND1	6.305524027	17.74407035	34.19522645	18.1636222
SERPINE2	81.70183274	10.450599	23.82844928	12.3725623
SERPINE3	659.0092904	116.5808292	133.9627661	59.1519165
SERPINF1	0	7.932961714	17.30117438	6.331403167
SESN1	66.32752586	14.90309301	25.15265842	17.97172106
SESN3	11.59446273	3.356831997	2.823883679	4.112448759
SETD6	339.9790948	171.9103978	194.9753118	101.7631672
SETD9	41.63327331	3.379562938	9.412454912	2.911023829
SETDB1	5.779830258	15.54922461	14.61458564	12.15147834
SETMAR	17.28540842	5.387628948	7.759198751	2.126154836
SEZ6	0	10.42332579	25.94946753	8.669197379
SF1	0	6.944600119	9.277299789	10.06225327
SF3A3	0	5.960487215	1.62219937	13.91648435
SF3B1	0	19.04171249	0	52.40052023
SF3B1	3.251781874	0	0	15.91623375
SF3B2	0	7.32248127	2.881324405	11.76950253
SF3B4	5.344441334	6.037830705	9.118645768	6.168673139
SFPQ	0.598289785	9.406844815	3.651988344	25.62350547
SFTPB	0	0	20.90986144	4.756041514
SFXN4	19.1446689	43.77269593	34.95578472	30.49214397
SGCE	37.89159782	5.267644056	10.61044308	2.468123415
SGCG	52.18074028	10.64268326	27.1452603	15.81020629
SGF29	0	11.35701316	17.06851427	13.75605482
SGPP2	0	11.01068752	18.62961899	7.775437164
SGSM2	0	2.617262415	13.02830638	6.097051415
SGSM3	0	19.88020204	79.57519341	33.85169119
SGTB	12.34675958	0	9.581463327	0
SH2B3	24.87401979	24.02549669	48.34773973	19.63691177
SH3BGRL	3.973746727	9.420634732	0	51.34787174
SH3BGRL3	0	68.22099098	159.7582562	134.6124532
SH3BP5	74.8774204	59.07502944	76.56004884	54.65418245
SH3BP5L	0	7.238730509	11.04977513	8.450456834
SH3GL1	0	10.66366946	32.98132835	19.31366478
SHARPIN	0	6.868724838	9.976657046	15.31704389
SHC1	2.765361397	38.53679909	39.76438609	24.38357589
SHISA5	4.703533408	76.44610822	96.06348417	44.66339184
SHISAL2B	85.75834187	0	7.226741587	4.954045285
SHLD2	1.371402056	43.32566447	189.3324034	184.918605
SHMT1	11.53489286	14.20115568	14.91904984	13.97979674
SHOC2	0	7.147045516	0	15.36367289
SIAE	12.82865858	4.360847483	2.212318155	1.160150293
SIAH1	115.0919476	52.86921564	58.82468972	21.94382491
SIDT1	5.678976661	6.15342638	8.612681389	3.847045972
SIGIRR	0	7.178810162	13.83837083	10.30591225
SIGLEC11	0	6.257841858	7.442431819	10.10632102
SIMC1	28.52838433	9.973170391	10.35748158	3.772913469
SIN3A	11.62821827	3.753390482	5.987807345	5.866433124
SIPA1	0	3.915753605	4.74868137	13.45448979
SIRT1	66.82743566	16.61191485	15.58079171	8.041212565
SIRT3	59.15794436	227.1198186	198.8178503	111.4038788
SIT1	2.469057427	20.41557537	22.90882875	12.0850957
SIVA1	0	3.695686255	7.742787015	6.366640272
SKA3	0	5.286007357	77.70897151	64.39130707
SKIV2L	0	10.01704902	16.14090644	22.91796119
SKP1	489.4331385	115.830685	130.5453662	88.8083693
SKP1	207.6777131	38.67457588	66.09949953	45.78719358
SKP2	47.23264436	11.81046748	9.711788202	4.61484876
SLA2	236.8263448	213.8023844	308.1183984	61.30251117
SLAMF1	0	10.8308084	7.170986842	9.567587524
SLAMF6	40.46295324	8.768685584	13.33759118	17.50895785
SLAMF8	2.965538914	11.17589131	19.36622682	14.94208072
SLC10A1	147.1316723	85.3823037	132.0926718	46.39243172
SLC11A1	0	7.572629802	10.61726539	4.499799022
SLC12A4	0	1.9493669	9.919975469	5.445355561
SLC12A5	14.15028171	4.977452968	8.967947824	5.892853313
SLC12A6	135.2380148	43.45978433	49.57482019	33.06494052
SLC13A4	3.121230733	7.675769961	14.72291267	8.955377795
SLC16A11	0	0	22.17387801	26.92187745
SLC16A13	0	9.39168837	10.14434792	14.15686022
SLC16A2	0	8.877895273	10.39462831	4.780839876
SLC16A4	77.43240429	40.37553435	48.60942045	26.09117932
SLC16A6	4.588435674	7.150767935	7.449289006	3.386344525
SLC17A5	10.6481194	4.782470112	7.165648743	3.737426363
SLC18A2	841.6740174	223.4865201	166.6746955	82.5010875
SLC1A1	28.32834177	4.425503173	9.095568659	7.818694116
SLC22A23	0	23.68781581	27.66743371	16.92163553
SLC22A4	5.412542032	17.1350695	41.77059431	3.654212864
SLC22A5	15.54872771	15.21093173	20.59125817	7.429442308
SLC22A7	2.270273546	6.154408256	7.9350971	9.612038425
SLC23A1	0	9.278631086	15.96267563	7.352245146
SLC24A1	141.4465289	78.96175089	50.98731095	30.39021121
SLC24A5	236.3154525	31.92093442	35.0409803	28.19792602
SLC25A1	0	12.89828452	40.7388344	36.45343908
SLC25A18	0	9.075042513	18.31804835	7.092005249
SLC25A19	0	3.491284027	6.07604915	5.360751179
SLC25A24	3.707031336	1.479970596	9.407429208	7.560211033
SLC25A26	46.89899853	35.1811192	58.95154673	20.71857888
SLC25A29	0	7.451842579	6.198099349	3.29135894
SLC25A3	13.60359597	11.99380592	5.244917912	12.91758099
SLC25A35	0	149.9195307	118.6235742	97.95527666
SLC25A39	0	5.11040095	18.65651462	15.94265578
SLC25A4	0	6.69704899	2.847618598	8.153214024
SLC25A47	0	2.812696427	43.95175895	2.879201572
SLC25A5	0	4.986625571	4.700690444	10.53204345
SLC25A51	0	7.094619356	16.74687969	14.1662499
SLC25A6	0	19.28490046	10.68742905	58.66632574
SLC26A1	0	11.9955694	69.10148869	46.41454091
SLC26A3	82.21449046	18.27256973	27.06386637	5.688347759
SLC26A4	8.876026865	3.324588465	5.453546901	3.115432458
SLC26A8	3.829930005	8.953031911	8.734059531	8.479662847
SLC27A1	0	7.388184446	21.68389004	17.33808397
SLC29A2	0	5.122732999	17.00025436	8.177043859
SLC2A1	35.70404851	58.70880944	72.32040235	55.60472867
SLC2A12	253.9090604	69.04670949	68.36799151	38.94721847
SLC2A13	25.41009922	5.885391058	1.594923968	1.311453763
SLC2A6	0	5.229148367	11.73414186	7.123288401
SLC2A8	2.02528401	7.382683947	16.1840669	9.827630438
SLC30A1	0	0	11.84090605	20.35097158
SLC30A7	126.20169	21.72884276	41.13994828	13.32975652
SLC31A1	35.49669533	26.36976301	40.23694333	13.4973889
SLC31A2	98.09098392	145.3413166	103.2249645	33.74347226
SLC35A1	1171.545992	194.6022432	158.1497708	94.86705663
SLC35B2	15.18723491	20.31668016	48.82044985	24.72203532
SLC35D1	13.96621777	5.848100701	7.439981602	4.79516264
SLC35G2	16.80115953	5.136298275	9.508150234	4.013937596
SLC38A10	0	2.348297074	12.84923469	11.24524439
SLC39A13	0	16.13845445	63.5164371	42.60669389
SLC39A3	0	4.231298911	15.39160328	4.322993011
SLC39A5	0	9.44297603	39.28674325	23.82044781
SLC39A7	0	17.45055943	12.68610567	14.30862341
SLC3A1	929.8916474	357.8794814	340.393726	168.7269522
SLC3A2	0	0	12.92908143	8.432920218
SLC46A1	0	17.52529725	21.12838007	8.559842824
SLC47A2	0	3.358244624	19.63700324	2.23520249
SLC48A1	0	22.45620535	47.38832846	26.94226355
SLC4A10	32.67759762	4.751304601	4.134366278	0.848535861
SLC4A2	0	3.123691222	9.464312344	8.352702275
SLC4A5	1.451648302	5.152150939	10.31338661	4.726034833
SLC4A9	0	13.79153635	33.77757216	19.00718723
SLC50A1	7.738526638	20.70438384	25.25707673	7.034072449
SLC51A	24.93485652	38.85929435	69.12036656	32.55102445
SLC5A10	13.92727698	96.50834127	247.9260163	139.7484063
SLC5A11	0	10.809868	39.24581573	11.56845924
SLC5A2	0	34.95156583	148.2015509	102.9531751
SLC5A6	0	3.197079148	11.88632249	14.2482341
SLC6A8	0	7.002600924	13.86301691	9.047651365
SLC7A6	247.9864059	214.7941688	201.2572713	126.2588899
SLC7A6OS	263.717119	272.5704484	264.7163395	173.6987223
SLC7A7	34.0236537	52.56209186	82.32679758	41.38240878
SLC9A2	50.46016649	18.96818864	30.99882355	13.00119912
SLC9A3	0	4.442788173	15.77039363	9.865675138
SLC9A3R1	0	7.000350998	9.733289893	14.90696884
SLC9A7	0	7.423818776	8.050578003	9.506458445
SLC9B1	38.18673622	90.21420574	111.993388	56.74039286
SLC9B2	14.64820467	2.38079819	0.990119125	0.810797043
SLF2	0.833476327	5.827460346	4.330784867	8.637523662
SLFN12L	2.034464099	6.440722957	9.049636953	2.541744131
SLFN14	46.75107953	59.87721808	50.26314643	21.6999414
SLFN5	0	5.736220694	4.329839618	11.24389362
SLFNL1	0.854401439	6.099172501	22.78056471	12.42597596
SLIRP	159.576237	54.0839113	136.5231488	63.70131523
SLIT1	0	7.756765218	13.98691868	6.678768863
SLTM	2.533981631	6.263471945	0	14.29051525
SLU7	0	6.007432564	1.192403313	14.08414667
SLX1A	0	4.464869735	18.15126008	24.10565938
SMAD3	4.596376801	9.501366392	18.45813065	7.938900424
SMAD9	90.39830669	18.16754651	27.77828401	10.24225187
SMAGP	69.03396891	119.170845	179.4997441	99.11573314
SMAP1	11.81729912	7.627409294	2.321694046	4.8476353
SMAP2	1.717738423	9.133288379	5.710514072	12.90635864
SMARCA2	0.989948481	5.297203019	2.805237672	11.1310697
SMARCAD1	35.60833749	7.45517315	4.064788644	2.619807909
SMARCB1	3.584088757	19.31698552	31.36567183	37.27834243
SMARCC2	0	22.4053748	25.53678887	23.73439532
SMARCD2	0	18.36293852	13.38915576	13.11775452
SMARCD3	0	50.98180765	57.55177318	36.18791013
SMARCE1	2.747708112	40.43312552	43.74175798	49.7162027
SMC1B	37.12927322	7.495976535	16.1882524	7.024390792
SMC4	12.76550841	6.728864283	1.397631548	11.7102867
SMCHD1	4.559936184	5.63560367	0	13.15794958
SMCO3	0	0	0	0
SMCO4	0	29.48417437	0	0
SMCR8	0	5.500322872	15.09360632	5.451355485
SMDT1	0	17.85097774	31.31283296	36.47563247
SMG6	0	7.047594804	17.31396288	12.8636337
SMG7	11.92182202	4.052586419	12.28916151	4.599357262
SMIM1	0	4.035856568	12.28467465	11.34586011
SMIM10L1	0	0	97.01069186	40.92472192
SMIM15	23.61516259	0	28.07232167	0
SMIM18	109.112176	64.13354554	56.09148323	51.80488209
SMIM20	0	21.02022647	20.14694819	6.995390122
SMIM27	31.17490744	126.3607473	215.6878594	59.20557953
SMIM29	0	5.003045254	11.59365915	19.88788114
SMIM33	0	47.8486734	110.8807101	24.92866507
SMIM35	0	0	9.261264838	0
SMIM4	43.96237647	24.58551662	28.77898675	14.15634293
SMIM5	0	9.052400727	19.11657206	7.797385256
SMN1	11.61642671	3.948773353	17.65448644	9.675270072
SMNDC1	540.4319132	82.37684661	47.9375334	30.95325602
SMPD1	0	7.164647446	20.32191914	8.722484204
SMPD2	0	9.806767454	40.34913392	27.0907562
SMPD3	30.26988058	19.13261916	31.32678744	18.61641085
SMPDL3A	6.841144085	7.794568838	12.98457218	4.852981144
SMTNL1	131.3326848	1893.635919	5276.318958	681.3348523
SMU1	8.88308192	12.45931635	10.64624862	7.521959185
SMYD5	0	10.72290961	13.68830142	10.01429571
SNAP23	23.67679328	4.201651755	3.261246126	18.1010689
SNAPC3	434.8568918	99.75356061	96.04845065	46.7806655
SNAPC5	48.94040979	38.17056316	52.94504858	20.54914736
SNAPIN	40.97763121	27.40885459	13.54112157	12.50701393
SNED1	1.188416816	8.309116463	22.24121748	11.63369535
SNF8	7.413332142	83.16049181	131.4944635	66.37150414
SNN	0	0	71.99290367	0
SNRK	30.65924251	21.91706295	20.71419777	13.23180569
SNRNP200	0	8.993999221	14.98450938	12.33323875
SNRNP25	0	10.23130798	70.11023687	32.95572261
SNRNP35	0	12.4129443	0	8.738953613
SNRNP70	0	5.525277037	16.51892441	54.43730077
SNRPC	0	5.022788921	12.20902451	3.925231792
SNRPD1	37.37793875	5.864255676	7.449995226	10.87057665
SNRPE	0	0	0	0
SNRPG	104.6246012	29.91244918	18.91579222	7.640166261
SNRPN	0	10.34450084	2.815347495	11.08455129
SNW1	2.326362339	24.04461372	6.001721913	19.9266508
SNX11	18.59089494	81.00849889	101.4688542	53.34364097
SNX17	0	25.84371658	36.47019375	23.80930335
SNX2	7.865545031	2.962007709	1.879723897	11.12030465
SNX20	0	7.949585004	8.860223079	5.616826647
SNX21	7.901851145	126.8481458	197.5226021	82.79671785
SNX22	0	10.31869336	31.85077367	21.98407122
SNX29	0	20.37526221	39.15356458	22.60250117
SNX32	0	19.45477652	48.37244193	21.95953543
SNX5	0	2.61028448	4.719352545	15.63633243
SOD1	100.7256612	129.9133065	198.8354344	64.17120879
SOD2	0	13.43337977	3.830084547	13.69150137
SON	14.75815141	7.155426416	9.410294968	9.855069146
SORBS3	1.078135315	5.688615884	13.00941009	5.26502016
SOX15	0	17.17717981	34.41726069	21.13679054
SP100	6.611550665	28.59914523	4.659486659	32.43259545
SP140	2.50079519	8.475747253	7.607787245	11.03944213
SP3	0	0	7.822025696	21.02406099
SPA17	0	9.790574712	13.73710799	10.00274075
SPAG1	93.24982474	32.1267812	31.89523272	19.53371117
SPAG4	0	12.08799811	39.57269708	13.8603034
SPAG7	0	0	11.20614997	19.14636643
SPAST	86.42352694	5.47745796	7.899769164	9.164594002
SPATA1	85.60427518	10.44066497	10.49392319	7.125020367
SPATA21	0	20.68879572	47.69350862	19.99199557
SPATA25	0	11.62245253	29.07080065	16.2815897
SPATA6L	5.913646725	12.22435119	18.04858569	10.85439314
SPATA9	143.0742427	33.74627488	34.29766967	15.40644629
SPDYA	313.1242395	102.7958381	60.96364128	41.45282694
SPDYC	0	0	16.72010708	7.37163434
SPG11	372.4625863	110.67791	103.544335	54.83430171
SPHK1	0	39.71229712	86.13423222	56.43569684
SPHK2	0	32.39503235	100.9875065	110.4336558
SPI1	0	4.048265625	7.200080485	9.027507103
SPIDR	0	32.37907091	63.19197357	21.31124094
SPIRE2	0	7.666082393	31.7841777	16.9990055
SPN	0	11.43160766	3.111213242	10.4327801
SPNS2	6.219972587	28.52381824	39.25205191	28.51076984
SPOCK2	0	4.020569232	6.119070897	3.767627789
SPON1	89.11643852	26.4395036	47.68072818	23.86354139
SPOUT1	0	28.58896437	105.8738854	99.56612072
SPPL2B	0	8.327529808	14.31878317	5.86274255
SPRTN	206.4577507	46.57879152	57.94387529	18.54209015
SPSB2	0	7.289660438	75.20899914	38.63670838
SPSB3	0	39.37954796	178.6484258	110.7063234
SPTAN1	0	3.817102665	3.424695512	11.46447915
SPTB	0.503108968	21.42744909	37.5441936	18.42680707
SPTY2D1OS	0	20.41212072	9.190024339	0
SQLE	201.8107001	73.78132254	53.65388759	35.24539855
SQSTM1	10.12054966	17.84585615	35.17211739	41.13403237
SRA1	0	16.6891553	19.15808322	13.31983874
SREK1	30.40004564	23.87966759	18.18054688	19.39304592
SRGN	4.602819485	32.7359674	0	127.7645698
SRP14	34.76140122	152.6393098	360.8707297	363.0926249
SRP54	21.0670334	2.540730869	2.74434765	3.919230829
SRP72	2.207022546	18.63202638	19.55391795	15.09912077
SRP9	0	0	4.565611721	17.09788092
SRPK2	161.2969413	23.91404359	37.18383274	22.78429383
SRPK3	0	4.697472308	29.47158315	17.15658516
SRPRA	24.51813348	77.88143288	124.8798274	71.87625959
SRR	303.6303653	306.6306712	314.8138441	163.1563736
SRRD	4.183214417	7.376382234	6.341665548	3.383153929
SRRM1	2.502333708	4.560826729	3.01780811	7.083124948
SRRM5	0	75.32994274	103.2593214	97.15430826
SRRT	0	37.61129293	52.26468091	55.29645847
SRSF10	93.4747374	20.85196511	21.14835386	12.80058231
SRSF11	147.8875775	78.89099458	42.51418058	82.20278811
SRSF12	564.5800036	130.6088168	181.3305461	64.42875201
SRSF2	3.048716558	16.31364749	11.52254731	27.29513527
SRSF3	0	4.17851186	0	19.59265403
SRSF4	0	20.15570202	36.25547025	27.22336892
SRSF5	4.593819056	10.83523335	11.53471603	42.78917129
SRSF6	6.742255986	0	0.615192155	11.57907532
SRSF7	131.2284062	30.93880191	18.78265097	19.45944313
SRSF8	0	7.365594401	5.531033167	26.02611606
SRSF9	1047.627253	376.4774274	384.6844836	252.2201005
SS18L1	20.51705743	5.68434703	3.503148839	3.672206279
SS18L2	6.465906729	19.65611625	9.802179341	11.68003388
SSBP2	0	0	1.8198068	0
SSBP3	0	0	13.65116168	5.571363743
SSH2	7.488090513	11.37557037	5.129167555	7.618365014
SSH3	0	5.479005428	19.26875041	9.860312947
SSNA1	0	11.53728562	4.511203845	10.81145365
SSR4	6.715044083	0	0	18.13432603
SSSCA1	0	6.300864913	15.36503042	8.387542017
SSTR3	0	0	12.6328803	6.708402231
ST13	3.600537658	14.75747932	1.211076295	14.54537246
ST5	3.045869396	10.72609313	11.67435839	9.272604223
ST6GALNAC2	8.769238764	48.26174983	72.0075007	38.98418899
ST7L	45.05181942	44.86183899	73.22259192	30.02911543
STAG1	60.960858	15.14116545	12.95630361	12.90501117
STAMBP	0	0	4.157439686	11.87504461
STAP1	29.79131511	14.03389525	15.33369817	6.575498476
STAR	5.898472425	9.67039849	19.20546773	7.429969197
STARD3NL	68.99009389	34.10581294	28.64038362	13.77009448
STARD4	387.9147116	31.97926413	35.60174617	20.42016799
STARD5	55.70726072	76.46564128	69.45802583	61.67441252
STAT1	86.16343106	18.15278734	7.58361059	22.8957228
STAT2	0	8.656324609	1.963404531	11.84997776
STAT4	3.193715351	5.667524122	17.41750739	2.902984794
STAT5A	0	12.57634665	29.17940374	16.34295239
STAT6	1.270901347	10.8097828	16.63291791	20.51578927
STATH	0	0	0	0
STAU1	6.480307412	3.445607061	4.419262655	4.92280988
STEAP3	4.691249246	3.189393862	9.434558671	7.636494084
STIP1	0	11.31938806	4.245183138	16.41496018
STK10	0	19.46009523	21.5690392	31.27841938
STK16	0	11.51850545	11.94169719	6.894805294
STK17A	45.94750191	10.20778768	6.980460538	14.36757708
STK17B	4.230597947	2.614288046	4.006425733	17.09067609
STK19	0	23.11334224	41.87172963	25.52197822
STK35	2.962378918	2.716894932	8.046138479	10.8000789
STK38	5.785566915	10.20185646	9.817320849	17.54643214
STKLD1	0	29.94130944	58.27376896	37.47424489
STMN1	0	0	0	11.18782018
STMN3	0	3.547309678	23.69480765	23.61041649
STON2	5.531435781	7.782873019	8.528037674	6.167029365
STRADA	3.273120957	55.4666493	69.8802079	63.21877723
STRBP	7.990092605	2.326432437	4.086042146	4.24632453
STRN4	0	1.652524945	7.979593681	6.599390369
STT3B	19.36902533	8.538489791	10.27706303	14.87001355
STUB1	4.454757143	283.6561735	522.4729526	407.4685946
STX17	34.86039631	30.4491558	29.17093188	18.6654014
STX19	48.03083916	10.43528877	17.94297235	9.528205202
STX1A	0	41.9388498	141.8068542	61.2391622
STX3	18.44934577	28.04591714	28.19930009	14.70732194
STXBP3	0	0	4.376759381	7.694415962
STYX	472.1321109	79.85934732	79.42625085	33.43849768
SUB1	0	0	0	19.82250454
SULF2	142.786432	64.35070083	101.228109	43.54110983
SULT1A1	0	22.50733514	28.51816488	20.38224869
SULT1A1	0	8.712481658	30.4404481	12.26751224
SUMO1	0	0	0	0
SUMO1	13.16860462	6.902264991	6.036751558	9.718656933
SUMO1	187.0494447	98.06767454	161.1151496	31.3707649
SUMO4	0	0	0	23.05596272
SUN2	1.216718933	75.77774794	191.3774114	52.13566826
SUPT16H	1.076986315	8.589573186	3.173482943	10.98202553
SUPT20H	59.62943757	21.8752457	18.38169742	19.32388795
SUPT4H1	14.22219374	32.33923315	68.82465358	17.72638975
SUPT7L	110.4213699	33.78199482	50.65865773	23.36694816
SURF1	0	21.35536524	45.80419049	45.47540036
SURF2	0	19.47443182	19.02758768	11.75713636
SURF4	18.37155032	59.92325171	78.80993232	48.93630099
SUSD5	26.25162911	14.32890009	15.39948007	8.228237471
SUV39H1	0	23.21451932	78.40871082	37.08305299
SUV39H2	47.86632162	10.37306204	47.10979964	15.89677625
SUV39H2	248.7813719	122.1076103	86.46310301	39.84209207
SUZ12	16.16557096	4.09817198	4.492488732	6.236566529
SVBP	0	0	0	12.03326341
SVOPL	37.05042121	10.45543302	11.4327228	3.078664332
SWT1	98.08950139	41.40975129	37.34723724	15.51721897
SYBU	5.500256295	4.905301439	10.9136168	5.222822095
